010.020.030.040,172.016.112.050,07/24/1998-20:10
172.016.117.052,038.015.065.101,07/23/1998-17:04
195.073.151.050,172.016.112.149,07/20/1998-14:23
192.168.001.001,194.027.251.021,07/06/1998-14:28
010.020.030.040,172.016.112.050,06/18/1998-15:24
230.001.010.020,172.016.112.050,07/03/1998-17:37
192.168.001.001,194.027.251.021,07/27/1998-17:17
192.168.001.001,194.027.251.021,07/06/1998-11:08
010.020.030.040,172.016.112.050,06/18/1998-15:17
010.020.030.040,172.016.112.050,07/02/1998-10:42
135.013.216.191,172.016.113.050,07/08/1998-11:02
010.020.030.040,172.016.112.050,07/24/1998-19:56
172.016.113.084,131.084.001.031,06/15/1998-14:02
194.027.251.021,192.168.001.001,07/07/1998-05:58
230.001.010.020,172.016.112.050,07/03/1998-17:45
172.016.112.149,199.095.073.221,07/23/1998-13:33
010.020.030.040,172.016.112.050,06/18/1998-15:54
172.016.117.103,205.181.112.065,07/16/1998-09:59
010.020.030.040,172.016.112.050,07/24/1998-19:58
172.016.114.148,209.001.224.014,07/28/1998-17:48
172.016.114.169,204.146.018.033,07/21/1998-19:00
192.168.001.001,194.027.251.021,06/25/1998-23:10
230.001.010.020,172.016.112.050,07/03/1998-17:50
010.020.030.040,172.016.112.050,07/17/1998-10:31
172.016.114.207,194.231.058.109,06/03/1998-14:04
230.001.010.020,172.016.112.050,07/09/1998-11:39
199.174.194.102,172.016.114.050,06/22/1998-14:03
172.016.116.194,167.008.029.016,07/28/1998-10:21
135.013.216.191,172.016.113.050,07/08/1998-11:29
172.016.114.148,135.008.060.182,06/18/1998-14:57
230.001.010.020,172.016.112.050,07/03/1998-17:59
172.016.112.194,206.132.025.071,07/24/1998-12:04
172.016.116.201,207.046.130.149,07/15/1998-16:01
172.016.114.169,209.001.233.162,06/03/1998-17:45
194.027.251.021,192.168.001.001,07/06/1998-17:16
172.016.116.194,207.046.130.014,07/08/1998-15:53
196.227.033.189,172.016.114.148,06/18/1998-09:03
010.020.030.040,172.016.112.050,07/09/1998-13:58
192.168.001.010,172.016.112.050,07/27/1998-11:01
166.102.114.043,172.016.113.050,07/21/1998-19:03
166.102.114.043,172.016.113.050,07/21/1998-18:18
010.020.030.040,172.016.112.050,07/02/1998-10:20
230.001.010.020,172.016.112.050,07/03/1998-17:47
172.016.117.132,207.025.071.145,06/11/1998-11:02
172.016.112.149,134.177.003.028,07/09/1998-11:57
166.102.114.043,172.016.113.050,07/21/1998-18:52
166.102.114.043,172.016.113.050,07/21/1998-19:05
010.020.030.040,172.016.112.050,06/18/1998-15:55
209.074.060.168,172.016.113.050,07/30/1998-14:08
010.020.030.040,172.016.112.050,06/18/1998-15:55
135.013.216.191,172.016.113.050,07/08/1998-11:07
010.020.030.040,172.016.112.050,07/09/1998-14:14
010.020.030.040,172.016.112.050,07/09/1998-13:35
230.001.010.020,172.016.112.050,07/09/1998-11:48
010.020.030.040,172.016.112.050,07/17/1998-10:08
010.020.030.040,172.016.112.050,07/24/1998-20:39
208.253.077.185,172.016.113.050,07/28/1998-15:18
230.001.010.020,172.016.112.050,07/09/1998-11:45
207.230.054.203,192.168.001.001,07/27/1998-18:34
230.001.010.020,172.016.112.050,07/03/1998-17:35
010.020.030.040,172.016.112.050,07/02/1998-10:10
010.020.030.040,172.016.112.050,07/09/1998-13:33
135.013.216.191,172.016.113.050,07/08/1998-11:12
199.174.194.033,172.016.114.050,06/22/1998-14:04
172.016.114.148,196.227.033.189,07/08/1998-10:00
172.016.115.087,136.149.142.178,07/31/1998-15:58
172.016.113.204,207.226.244.246,06/15/1998-09:49
172.016.116.044,206.184.238.129,07/22/1998-08:38
010.020.030.040,172.016.112.050,06/18/1998-15:40
135.013.216.191,172.016.113.050,07/08/1998-10:52
172.016.115.234,134.205.165.120,07/24/1998-17:13
010.020.030.040,172.016.112.050,06/18/1998-15:25
209.074.060.168,172.016.113.050,07/30/1998-14:20
172.016.114.207,207.025.071.127,07/29/1998-12:31
172.016.113.204,209.001.224.013,07/16/1998-16:33
010.020.030.040,172.016.112.050,07/17/1998-10:24
135.013.216.191,172.016.113.084,07/15/1998-17:26
010.020.030.040,172.016.112.050,07/17/1998-10:22
010.020.030.040,172.016.112.050,07/09/1998-13:37
172.016.113.084,137.237.025.010,06/29/1998-13:13
172.016.116.201,192.208.046.158,07/30/1998-11:18
207.230.054.203,192.168.001.001,07/30/1998-18:43
209.012.013.101,172.016.112.050,06/17/1998-11:56
209.074.060.168,172.016.113.050,07/30/1998-14:11
230.001.010.020,172.016.112.050,07/09/1998-12:13
010.020.030.040,172.016.112.050,07/02/1998-10:53
010.020.030.040,172.016.112.050,07/17/1998-09:53
172.016.117.111,207.046.131.137,07/24/1998-11:51
230.001.010.020,172.016.112.050,07/03/1998-17:42
010.020.030.040,172.016.112.050,07/17/1998-10:15
209.030.071.190,172.016.112.050,06/17/1998-11:56
135.013.216.191,172.016.112.050,07/30/1998-20:25
230.001.010.020,172.016.112.050,07/09/1998-12:21
230.001.010.020,172.016.112.050,07/03/1998-17:59
172.016.117.052,205.138.126.005,06/11/1998-18:48
230.001.010.020,172.016.112.050,07/09/1998-11:45
010.020.030.040,172.016.112.050,07/02/1998-10:29
230.001.010.020,172.016.112.050,07/09/1998-12:00
135.013.216.191,172.016.113.050,07/08/1998-11:10
010.020.030.040,172.016.112.050,07/17/1998-09:59
230.001.010.020,172.016.112.050,07/03/1998-17:46
194.027.251.021,192.168.001.001,07/08/1998-23:23
010.020.030.040,172.016.112.050,06/18/1998-15:35
166.102.114.043,172.016.113.050,07/21/1998-18:41
192.168.001.001,207.230.054.203,08/01/1998-05:09
166.102.114.043,172.016.113.050,07/21/1998-18:23
192.168.001.001,207.230.054.203,07/24/1998-17:31
166.102.114.043,172.016.113.050,07/21/1998-18:22
209.074.060.168,172.016.113.050,07/30/1998-13:50
207.075.239.115,172.016.114.050,07/16/1998-21:43
172.016.114.168,192.055.120.104,06/01/1998-14:22
199.174.194.192,172.016.114.050,06/22/1998-14:04
172.016.112.020,192.168.001.010,06/19/1998-17:33
192.168.001.001,194.027.251.021,06/25/1998-21:43
010.020.030.040,172.016.112.050,07/24/1998-20:12
205.231.028.034,172.016.112.050,06/17/1998-11:56
207.075.239.115,172.016.118.010,07/29/1998-02:20
207.230.054.203,192.168.001.001,07/30/1998-04:10
172.016.115.234,152.163.214.011,06/01/1998-08:31
135.013.216.191,172.016.113.050,07/08/1998-11:24
199.174.194.108,172.016.114.050,06/22/1998-14:03
135.013.216.191,172.016.113.050,07/08/1998-11:32
135.013.216.191,172.016.113.050,07/08/1998-11:01
230.001.010.020,172.016.112.050,07/03/1998-17:44
010.020.030.040,172.016.112.050,07/09/1998-13:57
230.001.010.020,172.016.112.050,07/03/1998-17:40
010.020.030.040,172.016.112.050,07/17/1998-10:25
172.016.114.168,204.202.129.232,07/21/1998-13:34
230.001.010.020,172.016.112.050,07/09/1998-11:33
010.020.030.040,172.016.112.050,07/24/1998-19:59
010.020.030.040,172.016.112.050,07/02/1998-10:11
230.001.010.020,172.016.112.050,07/09/1998-11:51
209.074.060.168,172.016.113.050,07/30/1998-14:07
192.168.001.010,172.016.112.020,07/09/1998-12:26
230.001.010.020,172.016.112.050,07/09/1998-11:43
172.016.112.207,207.025.071.146,06/10/1998-12:14
209.074.060.168,172.016.113.050,07/30/1998-14:04
172.016.116.044,204.071.177.071,06/22/1998-11:37
230.001.010.020,172.016.112.050,07/03/1998-17:43
230.001.010.020,172.016.112.050,07/09/1998-11:56
172.016.114.148,194.007.248.153,06/19/1998-12:58
135.013.216.191,172.016.113.050,07/08/1998-11:21
172.016.114.207,207.046.176.013,07/17/1998-09:16
172.016.114.207,134.205.165.120,06/10/1998-09:10
010.020.030.040,172.016.112.050,07/02/1998-10:30
010.020.030.040,172.016.112.050,07/02/1998-10:52
192.168.001.010,172.016.113.050,06/23/1998-08:50
010.020.030.040,172.016.112.050,07/24/1998-20:11
204.233.047.021,172.016.112.050,07/30/1998-22:31
194.007.248.153,172.016.113.084,07/09/1998-10:44
166.102.114.043,172.016.113.050,07/21/1998-18:41
172.016.113.084,209.001.120.050,07/27/1998-11:37
010.020.030.040,172.016.112.050,06/18/1998-16:00
172.016.116.201,204.062.128.050,07/09/1998-11:15
230.001.010.020,172.016.112.050,07/09/1998-11:50
209.074.060.168,172.016.113.050,07/30/1998-14:01
172.016.112.149,204.071.200.245,07/09/1998-12:09
010.020.030.040,172.016.112.050,07/24/1998-20:33
172.016.115.005,207.025.071.177,06/30/1998-11:46
192.168.001.001,207.230.054.203,07/30/1998-03:17
135.013.216.191,172.016.113.050,07/08/1998-11:16
230.001.010.020,172.016.112.050,07/03/1998-17:35
209.074.060.168,172.016.113.050,07/30/1998-13:40
135.013.216.191,172.016.113.050,07/08/1998-10:48
166.102.114.043,172.016.113.050,07/21/1998-18:44
202.072.001.077,172.016.114.050,07/31/1998-21:05
209.074.060.168,172.016.113.050,07/30/1998-13:50
192.168.001.010,172.016.113.050,06/23/1998-08:51
230.001.010.020,172.016.112.050,07/03/1998-18:12
172.016.117.132,207.046.130.014,07/08/1998-14:50
230.001.010.020,172.016.112.050,07/03/1998-17:54
135.013.216.191,172.016.113.050,07/08/1998-10:50
172.016.117.103,206.132.025.042,07/23/1998-16:31
010.020.030.040,172.016.112.050,07/09/1998-14:14
172.016.115.005,209.186.073.003,07/29/1998-09:32
172.016.117.132,208.134.241.211,07/09/1998-13:05
010.020.030.040,172.016.112.050,06/18/1998-15:46
172.016.114.207,206.040.199.051,06/04/1998-15:30
172.016.112.149,207.217.096.004,07/21/1998-16:48
207.230.054.203,192.168.001.001,07/31/1998-18:27
010.020.030.040,172.016.112.050,07/24/1998-20:12
209.074.060.168,172.016.113.050,07/30/1998-13:37
172.016.115.234,199.095.207.073,06/11/1998-09:34
172.016.117.111,209.003.101.030,06/02/1998-14:55
209.074.060.168,172.016.113.050,07/30/1998-13:39
010.020.030.040,172.016.112.050,07/24/1998-20:22
172.016.117.103,167.008.029.015,07/07/1998-14:29
135.013.216.191,172.016.113.050,07/08/1998-11:32
010.020.030.040,172.016.112.050,07/09/1998-13:52
194.027.251.021,192.168.001.001,07/01/1998-22:10
207.230.054.203,192.168.001.001,07/30/1998-11:15
172.016.112.194,207.018.199.006,07/30/1998-04:05
194.027.251.021,192.168.001.001,07/06/1998-09:23
209.074.060.168,172.016.113.050,07/30/1998-14:11
135.013.216.191,172.016.113.050,07/08/1998-10:47
172.016.113.084,205.181.112.065,06/11/1998-14:09
172.016.117.103,199.095.074.090,06/17/1998-09:05
207.230.054.203,192.168.001.001,07/27/1998-15:20
010.020.030.040,172.016.112.050,06/18/1998-15:58
010.020.030.040,172.016.112.050,07/09/1998-13:56
172.016.113.105,207.068.156.020,06/11/1998-09:44
010.020.030.040,172.016.112.050,07/02/1998-10:21
172.016.113.204,167.008.029.015,07/10/1998-10:08
172.016.112.207,207.025.071.143,06/01/1998-12:20
230.001.010.020,172.016.112.050,07/09/1998-11:40
230.001.010.020,172.016.112.050,07/09/1998-12:15
195.115.218.108,172.016.114.148,06/11/1998-16:32
010.020.030.040,172.016.112.050,07/24/1998-20:40
152.204.242.014,172.016.114.050,07/09/1998-17:53
207.230.054.203,192.168.001.001,07/29/1998-09:35
166.102.114.043,172.016.113.050,07/21/1998-18:46
207.230.054.203,192.168.001.001,07/23/1998-11:57
010.020.030.040,172.016.112.050,07/24/1998-20:02
209.074.060.168,172.016.113.050,07/30/1998-14:10
010.020.030.040,172.016.112.050,07/09/1998-14:15
172.016.116.044,206.222.061.151,07/14/1998-16:54
230.001.010.020,172.016.112.050,07/09/1998-12:12
010.020.030.040,172.016.112.050,06/18/1998-15:52
172.016.112.194,209.001.224.011,07/27/1998-17:08
172.016.112.207,207.136.066.010,07/21/1998-16:14
010.020.030.040,172.016.112.050,07/17/1998-10:00
135.013.216.191,172.016.113.050,07/08/1998-11:23
172.016.117.132,207.046.130.168,07/27/1998-14:12
172.016.115.005,136.149.142.178,07/28/1998-11:36
192.168.001.020,192.168.001.010,06/26/1998-01:03
172.016.117.052,208.134.241.210,06/04/1998-09:10
172.016.116.201,132.198.003.002,07/13/1998-15:06
010.020.030.040,172.016.112.050,07/24/1998-20:42
166.102.114.043,172.016.113.050,07/21/1998-18:39
010.020.030.040,172.016.112.050,07/24/1998-20:10
135.013.216.191,172.016.113.050,07/08/1998-11:20
172.016.115.087,162.093.243.080,07/23/1998-11:53
194.027.251.021,192.168.001.001,07/07/1998-00:49
209.074.060.168,172.016.113.050,07/30/1998-14:17
192.168.001.001,207.230.054.203,07/29/1998-09:48
172.016.112.194,194.098.182.104,07/24/1998-10:24
204.071.051.025,172.016.118.030,07/03/1998-18:00
230.001.010.020,172.016.112.050,07/09/1998-11:57
194.027.251.021,192.168.001.001,07/01/1998-21:03
194.027.251.021,192.168.001.001,07/03/1998-11:15
010.020.030.040,172.016.112.050,07/02/1998-10:45
172.016.114.148,141.133.239.245,07/29/1998-11:34
135.013.216.191,172.016.114.050,06/10/1998-15:05
010.020.030.040,172.016.112.050,06/18/1998-16:01
172.016.117.103,167.008.029.016,06/09/1998-10:48
230.001.010.020,172.016.112.050,07/09/1998-11:55
010.020.030.040,172.016.112.050,07/02/1998-10:51
230.001.010.020,172.016.112.050,07/03/1998-17:29
010.020.030.040,172.016.112.050,07/17/1998-10:13
209.074.060.168,172.016.113.050,07/30/1998-14:08
166.102.114.043,172.016.113.050,07/21/1998-19:03
172.016.112.020,194.027.251.021,06/30/1998-16:54
209.074.060.168,172.016.113.050,07/30/1998-14:08
172.016.114.168,152.163.214.013,06/08/1998-14:51
010.020.030.040,172.016.112.050,07/24/1998-19:59
172.016.116.044,204.146.018.033,07/20/1998-13:12
207.230.054.203,192.168.001.001,07/30/1998-10:14
010.020.030.040,172.016.112.050,07/02/1998-10:50
194.027.251.021,192.168.001.001,07/22/1998-14:06
192.168.001.001,194.027.251.021,07/06/1998-21:15
172.016.113.084,199.095.074.090,06/11/1998-13:12
172.016.117.103,160.147.163.019,07/08/1998-14:25
010.020.030.040,172.016.112.050,07/17/1998-10:27
196.227.033.189,172.016.114.148,06/10/1998-09:18
199.174.194.173,172.016.114.050,06/22/1998-14:04
194.027.251.021,192.168.001.001,06/25/1998-10:00
192.168.001.001,194.027.251.021,06/30/1998-10:06
230.001.010.020,172.016.112.050,07/03/1998-17:53
209.117.157.183,172.016.114.050,07/29/1998-15:46
195.115.218.108,172.016.114.050,07/09/1998-13:58
172.016.113.204,162.024.056.211,06/10/1998-14:24
192.168.001.001,194.027.251.021,07/07/1998-19:19
010.020.030.040,172.016.112.050,07/17/1998-09:59
207.103.080.106,172.016.114.050,07/09/1998-17:53
010.020.030.040,172.016.112.050,06/18/1998-15:23
172.016.116.201,207.087.223.039,07/31/1998-16:55
192.168.001.001,207.230.054.203,08/01/1998-03:05
230.001.010.020,172.016.112.050,07/09/1998-12:02
192.168.001.001,208.239.005.230,07/24/1998-00:27
196.037.075.158,172.016.114.050,07/16/1998-14:19
010.020.030.040,172.016.112.050,07/02/1998-10:14
230.001.010.020,172.016.112.050,07/09/1998-12:09
010.020.030.040,172.016.112.050,07/17/1998-10:24
010.020.030.040,172.016.112.050,07/02/1998-10:19
172.016.115.234,209.001.112.251,06/08/1998-16:23
166.102.114.043,172.016.113.050,07/21/1998-18:42
199.174.194.093,172.016.114.050,06/22/1998-14:03
192.168.001.001,194.027.251.021,07/03/1998-14:58
194.027.251.021,192.168.001.001,07/20/1998-15:56
166.102.114.043,172.016.113.050,07/21/1998-18:50
172.016.115.234,207.051.123.250,07/09/1998-13:01
194.027.251.021,192.168.001.001,07/29/1998-23:22
194.007.248.153,172.016.112.194,06/30/1998-14:31
010.020.030.040,172.016.112.050,07/17/1998-10:16
172.016.115.087,167.008.029.016,06/25/1998-08:03
010.020.030.040,172.016.112.050,07/02/1998-10:27
192.168.001.001,194.027.251.021,07/03/1998-13:38
195.115.218.108,172.016.113.084,07/31/1998-08:57
209.074.060.168,172.016.113.050,07/30/1998-13:45
209.074.060.065,172.016.112.050,06/17/1998-11:56
207.075.239.115,172.016.014.200,07/28/1998-17:58
197.182.091.233,172.016.114.050,07/14/1998-13:50
172.016.112.020,192.168.001.020,07/16/1998-13:57
199.174.194.116,172.016.114.050,06/22/1998-14:03
172.016.113.105,198.083.081.049,07/31/1998-15:22
010.020.030.040,172.016.112.050,07/02/1998-10:48
172.016.115.087,167.008.029.016,06/08/1998-15:03
230.001.010.020,172.016.112.050,07/03/1998-17:33
172.016.114.168,206.071.077.250,07/20/1998-16:42
172.016.116.201,206.015.105.151,07/14/1998-08:45
172.016.112.207,151.193.131.025,07/27/1998-11:17
199.174.194.020,172.016.114.050,06/22/1998-14:04
172.016.112.149,207.025.071.127,07/27/1998-15:37
194.027.251.021,192.168.001.001,07/10/1998-17:49
010.020.030.040,172.016.112.050,07/09/1998-14:10
194.027.251.021,192.168.001.001,07/01/1998-19:15
172.016.117.111,152.163.210.011,07/10/1998-15:02
010.020.030.040,172.016.112.050,07/09/1998-13:40
135.013.216.191,172.016.113.050,07/08/1998-11:21
172.016.114.148,206.250.094.100,07/27/1998-12:32
172.016.114.168,134.177.003.042,07/08/1998-19:35
172.016.112.194,207.046.130.149,07/15/1998-17:43
209.074.060.168,172.016.113.050,07/30/1998-14:02
230.001.010.020,172.016.112.050,07/09/1998-12:07
172.016.114.050,208.239.005.014,07/10/1998-19:30
192.168.001.001,194.027.251.021,07/03/1998-22:17
172.016.113.084,205.179.056.248,06/08/1998-16:00
135.013.216.191,172.016.113.050,07/08/1998-11:08
209.074.060.168,172.016.113.050,07/30/1998-14:11
172.016.117.111,134.205.165.120,06/10/1998-13:17
010.020.030.040,172.016.112.050,07/17/1998-09:59
010.020.030.040,172.016.112.050,07/02/1998-10:41
172.016.114.050,197.182.091.247,07/10/1998-19:24
192.168.001.001,194.027.251.021,07/04/1998-02:46
230.001.010.020,172.016.112.050,07/09/1998-11:59
010.020.030.040,172.016.112.050,07/09/1998-14:12
166.102.114.147,172.016.114.050,06/29/1998-15:33
197.218.177.069,172.016.112.207,06/29/1998-08:01
230.001.010.020,172.016.112.050,07/03/1998-17:59
010.020.030.040,172.016.112.050,07/17/1998-10:04
230.001.010.020,172.016.112.050,07/03/1998-17:54
010.020.030.040,172.016.112.050,07/17/1998-10:18
172.016.114.050,209.012.013.173,07/10/1998-19:12
230.001.010.020,172.016.112.050,07/09/1998-11:44
194.027.251.021,192.168.001.001,07/03/1998-09:44
010.020.030.040,172.016.112.050,07/24/1998-20:26
135.013.216.191,172.016.113.050,07/08/1998-11:21
172.016.114.168,208.234.014.016,07/29/1998-15:07
172.016.112.194,207.069.204.214,07/15/1998-09:13
135.013.216.191,172.016.113.050,07/08/1998-10:52
010.020.030.040,172.016.112.050,07/02/1998-10:51
192.168.001.001,194.027.251.021,06/25/1998-12:09
230.001.010.020,172.016.112.050,07/03/1998-17:31
230.001.010.020,172.016.112.050,07/03/1998-17:44
010.020.030.040,172.016.112.050,06/18/1998-15:42
207.136.086.223,172.016.112.050,07/02/1998-11:49
010.020.030.040,172.016.112.050,07/09/1998-13:42
135.013.216.191,172.016.113.050,07/08/1998-11:11
194.007.248.153,172.016.113.050,06/25/1998-17:03
010.020.030.040,172.016.112.050,07/24/1998-19:56
192.168.001.001,194.027.251.021,07/29/1998-09:38
010.020.030.040,172.016.112.050,07/17/1998-10:02
209.012.013.239,172.016.112.050,06/17/1998-11:56
010.020.030.040,172.016.112.050,07/02/1998-10:31
010.020.030.040,172.016.112.050,07/09/1998-14:15
172.016.112.149,205.181.112.065,06/10/1998-21:35
207.103.080.104,172.016.112.050,06/22/1998-11:23
010.020.030.040,172.016.112.050,06/18/1998-15:34
010.020.030.040,172.016.112.050,07/09/1998-13:36
230.001.010.020,172.016.112.050,07/09/1998-11:42
209.074.060.168,172.016.113.050,07/30/1998-14:06
172.016.115.005,207.068.158.018,07/30/1998-14:40
192.168.001.001,207.230.054.203,07/25/1998-03:08
172.016.113.105,135.013.216.191,06/16/1998-09:33
010.020.030.040,172.016.112.050,06/18/1998-15:30
207.230.054.203,192.168.001.001,07/23/1998-12:55
172.016.113.084,134.205.165.120,06/11/1998-15:46
172.016.113.204,204.200.024.015,07/28/1998-15:40
230.001.010.020,172.016.112.050,07/09/1998-11:51
010.020.030.040,172.016.112.050,07/24/1998-20:39
010.020.030.040,172.016.112.050,07/09/1998-13:58
172.016.113.204,199.095.074.090,07/28/1998-09:15
230.001.010.020,172.016.112.050,07/03/1998-17:49
166.102.114.043,172.016.113.050,07/21/1998-18:54
010.020.030.040,172.016.112.050,06/18/1998-15:57
230.001.010.020,172.016.112.050,07/03/1998-17:40
230.001.010.020,172.016.112.050,07/09/1998-11:54
172.016.113.204,205.181.112.122,07/08/1998-09:29
192.168.001.001,194.027.251.021,07/09/1998-16:25
230.001.010.020,172.016.112.050,07/09/1998-12:10
194.027.251.021,192.168.001.001,07/06/1998-20:44
010.020.030.040,172.016.112.050,07/17/1998-09:53
199.174.194.065,172.016.114.050,06/22/1998-14:04
010.020.030.040,172.016.112.050,07/17/1998-10:28
230.001.010.020,172.016.112.050,07/09/1998-12:13
209.074.060.168,172.016.113.050,07/30/1998-14:09
207.230.054.203,192.168.001.001,07/30/1998-18:00
166.102.114.043,172.016.113.050,07/21/1998-18:49
172.016.117.052,205.247.203.118,07/23/1998-11:03
172.016.113.084,206.138.124.032,06/11/1998-13:41
172.016.114.050,202.247.224.212,07/10/1998-19:24
010.020.030.040,172.016.112.050,07/17/1998-10:38
172.016.116.194,204.249.238.055,06/02/1998-16:17
172.016.113.204,208.213.076.160,06/25/1998-16:39
010.020.030.040,172.016.112.050,06/18/1998-15:49
010.020.030.040,172.016.112.050,06/18/1998-16:00
172.016.113.204,197.218.177.069,06/16/1998-12:25
166.102.114.043,172.016.113.050,07/21/1998-18:31
010.020.030.040,172.016.112.050,07/24/1998-20:12
010.020.030.040,172.016.112.050,07/17/1998-10:28
230.001.010.020,172.016.112.050,07/09/1998-11:42
010.020.030.040,172.016.112.050,07/09/1998-13:55
166.102.114.043,172.016.113.050,07/21/1998-18:33
192.168.001.001,207.230.054.203,07/30/1998-05:02
172.016.112.207,209.116.084.055,07/07/1998-12:12
166.102.114.043,172.016.113.050,07/21/1998-19:02
172.016.115.087,166.077.012.123,07/21/1998-16:23
010.020.030.040,172.016.112.050,06/18/1998-15:27
010.020.030.040,172.016.112.050,07/09/1998-13:31
197.218.177.069,172.016.113.050,07/16/1998-16:18
166.102.114.043,172.016.113.050,07/21/1998-18:36
010.020.030.040,172.016.112.050,07/09/1998-14:03
230.001.010.020,172.016.112.050,07/03/1998-17:50
209.074.060.168,172.016.113.050,07/30/1998-13:44
166.102.114.043,172.016.113.050,07/21/1998-19:01
172.016.115.005,207.025.071.141,07/16/1998-11:02
166.102.114.043,172.016.113.050,07/21/1998-19:06
153.107.252.029,172.016.112.050,06/17/1998-11:56
166.102.114.043,172.016.113.050,07/21/1998-18:58
010.020.030.040,172.016.112.050,07/24/1998-20:21
172.016.113.105,198.083.081.049,07/31/1998-15:22
172.016.112.020,194.027.251.021,06/30/1998-20:00
172.016.112.194,204.162.080.139,07/16/1998-12:25
192.168.001.001,194.027.251.021,07/07/1998-19:23
230.001.010.020,172.016.112.050,07/03/1998-17:54
230.001.010.020,172.016.112.050,07/03/1998-18:12
010.020.030.040,172.016.112.050,07/17/1998-10:30
172.016.112.020,196.037.075.158,06/24/1998-16:47
