1627,77,41706
34,17,10971
34,17,10973
20,80,178
18,80,556
34,17,10974
19,25,12675
14,58,19095
1,79,368
21,10645,22048
25,575,37379
13,1787,7090
5,75,41136
28,74,38266
7,19,570
18,3,43227
18,3,43226
18,3,43225
927,27,20057
16,79,22668
18,3,43222
18,3,43221
18,3,43220
0,75,17677
18,3,43228
11,8375,17006
11,8375,17007
0,9445,44080
23,19609,28894
28,20561,40228
12,7915,15659
36,2,4569
4,8,29751
3,21673,37376
36,2,4564
27,37,21490
27,37,21491
36,2,4563
27,37,21493
5,7759,39241
35,1901,5846
11,160,8743
1,2,17206
1510,27,40318
20,88,21198
23,12936,28913
2624,27,20057
7,107,21368
858,8156,38181
571,80,42546
571,80,42547
0,2605,10002
0,2605,10003
0,2605,10005
0,2605,10007
1636,77,18613
0,2605,10009
1780,8155,37016
1780,8155,37011
1780,8155,37013
0,78,34896
8,8714,36159
24,7674,14800
0,78,34891
1620,4185,11690
5,1042,4655
5,75,40651
5,7759,42687
13,12207,28136
21,88,29090
21,88,29092
23,18754,28900
17,78,43936
37,1425,18675
4900,27,20057
17,175,19156
37,1425,18679
13,201,7073
7,165,44010
16,74,9677
16,74,9670
5,7759,42682
5,7759,40245
10,87,9671
5,7759,40247
5,7759,40246
5,7759,40241
5,7759,40240
10,87,9676
5,7759,40242
1,75,450
27,1054,13736
16,75,22696
27,1054,13730
9,80,37904
9,58,27877
35,573,25064
23,17558,28913
29,93,24238
35,573,25069
694,27,28199
24,81,26501
16,26,1225
0,93,27644
18,3,40594
23,15194,28913
9,84,21367
18,3,40597
9,84,21361
18,3,40591
28,74,16742
18,3,40593
4,12,24463
35,416,3894
18,3,40598
18,3,40599
25,9902,20458
992,8608,28070
26,11532,22845
5,9,37907
8857,8156,23094
23,79,32676
25,9902,20457
7,140,43989
15,11435,44051
22,80,3804
1644,3,43418
34,21924,38083
29,93,30234
1644,3,43414
39,2,42402
20,88,27923
1644,3,43417
1644,3,43410
1644,3,43411
20,88,27927
1644,3,43413
3,21327,36022
3,21327,36020
3,21327,36024
3,21327,36025
5,75,19790
5378,27,22466
35,2096,24050
36,2,1800
36,2,1803
36,2,1802
28,3609,32459
28,2065,31462
986,27,22466
4,12,6473
6522,27,20057
16,575,26880
26,2046,45450
1,81,14290
24,165,13757
19,87,4903
30,10104,21195
35,1043,4941
18,72,21507
18,72,21506
773,77,34202
18,27,17468
571,4845,42305
2,3,15421
30,1043,19671
21,72,26464
30,1043,19675
30,1043,19674
7,74,27919
9,86,35831
1,79,29658
24,78,22873
1858,27,27894
21,73,16706
1639,8159,16256
21,73,16702
16,109,42114
23,18998,28906
1620,5784,11693
19,73,25489
3766,27,20057
23,15993,28894
23,18998,28900
19,88,1973
19,88,1971
19,88,1970
26,37,42010
25,12164,36918
0,74,4190
37,33,38995
23,16702,28888
11,81,20240
6,87,36075
23,13152,28913
9,25,4824
16,3131,42903
14,86,15956
13,74,20252
1,160,40522
29,79,35855
5,9,402
1,165,1384
1,26,11605
1,165,1388
12,33,8197
1,12,11158
34,21925,38095
4135,27,40318
6,72,20385
10,11130,43415
33,9921,20600
18,84,25112
27,23271,45386
5,7759,44299
3027,27,28199
1,12,19369
4821,27,20057
18,84,41546
20,25,3379
2,3,42444
23,19102,28912
22,77,44638
15,26,36142
19,80,29073
22,77,44632
22,77,44633
22,77,44630
10,87,41773
22,77,44636
22,77,44637
22,77,44634
22,77,44635
29,78,4233
18,80,6968
29,78,4234
22,73,17645
28,160,45723
19,72,23810
20,27,12792
13,78,32540
18,73,45539
5,75,40286
31,80,12807
23,13599,28906
29,1845,13795
20,87,35820
23,13599,28900
23,18477,28912
13,7,38104
25,75,10968
23,18053,28894
30,22770,42886
23,17574,28900
23,14700,28894
23,18649,28912
1625,7305,14029
23,17574,28906
0,26,3692
11,78,11877
33,43,44454
1,81,34404
33,43,44451
37,33,20000
37,33,20003
7268,27,22466
1,74,6423
0,165,14665
3,7570,25381
0,165,14661
3,7570,25384
3,7570,25385
0,75,28120
0,165,14668
3,75,32651
1,2,39724
8,8708,30176
8,8708,30177
33,1953,45379
7,20004,29461
33,8165,36615
6,58,45456
12,22492,41689
29,165,2070
16,81,27745
29,165,2078
10,58,10892
6,72,31397
6,72,31396
27,23271,45383
23,15293,28888
3973,27,22466
7,46,44229
25,2919,30110
7,75,1080
7,8055,15904
1787,27,45111
18,58,16834
20,80,39346
10,86,25277
3,106,42732
5,9,16162
7,12040,25330
33,21747,37109
33,21747,37107
30,6946,12932
30,6946,12934
8104,27,20057
30,6946,12936
23,16787,28894
1,26,25916
7,19925,36537
23,17115,28900
18,86,34476
23,17115,28906
13,60,990
22,72,33871
17,79,14019
28,6751,36129
3,659,21487
3,659,21486
3,659,21483
7,74,36616
23,18791,28894
684,77,34202
13,75,38965
5,7759,45548
10,12,16153
28,10267,22912
28,10267,22913
28,10267,22915
8390,27,28199
23,14391,28906
23,14391,28900
1,81,8773
34,23,10753
24,7838,15181
24,7838,15182
13,9214,28131
13,26,13660
571,697,42422
13,9214,28139
35,37,29389
7709,27,28199
13,7,28500
9,72,34809
0,75,22959
30,1881,12940
30,1881,12941
5,7759,45541
0,75,22956
13,37,40204
13,17,29019
13,17,29018
5,7759,45540
21,84,25339
11,9921,32598
33,471,3473
12,1434,5784
33,471,3475
25,7,40520
33,471,3477
33,471,3476
18,3,41052
18,3,41053
18,3,41050
18,3,41051
17,74,34023
18,3,41057
13,160,15942
18,3,41055
16,75,28626
19,27,33945
18,3,25802
29,21305,35766
29,21305,35765
14,76,4070
6879,27,20057
20,87,6892
4425,27,20057
27,6720,17682
2708,27,22466
1787,27,45112
10,85,40704
0,8166,40270
992,11007,28107
24,74,41513
2,3,6118
21,80,16066
2,3,6115
20,72,11483
3203,27,40318
2,3,6112
19,88,28564
30,2464,45366
7,165,33295
27,9296,19849
30,2464,45362
30,2464,45363
30,2464,45368
23,16426,28888
2104,27,40318
5106,27,20057
13,78,14666
25,101,1229
12,83,9077
23,17777,28912
13,193,9008
9,86,32705
9,84,19175
34,10002,21419
34,10002,21416
34,10002,21414
34,10002,21412
34,10002,21413
34,10002,21410
1644,3,38193
11,74,5517
1644,3,38191
1644,3,38190
1644,3,38197
4681,8156,38181
10,85,18808
23,17497,28888
1,7,4414
1644,3,38199
1644,3,38198
25,334,32487
25,78,13717
15,9445,26641
15,9445,26640
992,11085,28111
31,25,35990
29,165,42927
35,117,3676
15,9445,26649
15,9445,26648
29,18,26394
29,18,26397
9,85,36754
28,2027,6463
28,2027,6462
37,1434,17573
37,19983,29077
10,10371,43376
31,27,26902
31,27,26900
23,19528,28888
12,9214,42859
11,8708,38084
22,25,34042
1125,27,20057
31,72,10011
3272,27,40318
25,74,7489
10,80,2988
24,160,40272
11,75,17747
992,8449,28061
1194,77,40254
37,1233,14279
28,11447,22456
29,78,17411
28,11447,22455
28,11447,22452
28,11447,22453
28,11447,22450
10,73,35895
13,26,10507
34,1056,4600
5,7759,43840
18,72,7415
5,7759,43846
5,7759,43847
14,27,29879
1774,27,37239
5,7759,43848
5,7759,43849
28,78,10175
23,19188,28888
21,80,14683
10,84,8734
19,73,37837
1644,3,41247
17,160,22406
3,9167,28499
1644,3,41246
1,12,6192
20,77,9681
25,93,36088
19,87,10906
8500,27,20057
0,1,38205
23,16101,28888
7013,27,40318
2,3,25440
0,165,29024
1644,3,41243
35,43,40605
18,77,39267
1644,3,41242
16,1946,32757
22,27,41559
27,107,8188
27,93,32460
28,165,15402
1620,4065,11690
17,106,34185
25,81,45445
24,165,39155
5,75,34445
11,81,35716
0,1268,15859
6135,27,20057
33,20454,38019
27,75,37943
37,2613,9215
18,85,29222
17,106,34184
18,85,29220
14,87,21476
16,79,34444
2747,27,20057
25,79,18917
14,8019,45864
3,410,416
35,193,40620
7,5,3036
7,5,3037
7,5,3034
7,5,3035
33,107,605
33,107,606
33,107,607
24,79,44926
16,26,29813
24,79,44924
24,79,44925
24,79,44922
20,73,12819
24,79,44920
24,79,44921
5,75,41131
10,88,24175
24,3636,26038
24,3636,26039
10,88,24172
24,3636,26032
24,3636,26033
24,3636,26030
24,3636,26031
24,3636,26036
24,3636,26037
24,3636,26034
24,3636,26035
13,81,34664
25,55,21447
13,81,34666
14,84,4826
14,84,4825
14,84,4823
27,533,2279
6681,27,40318
8,2094,8862
22,27,22937
8,2094,8860
8,2094,8861
22,27,22933
23,17241,28912
17,79,41701
34,327,3937
23,13995,28894
20,85,27843
6,80,17452
11,79,9081
11,79,9080
1,7,45719
7,20183,38032
31,77,44023
1644,3,46316
31,87,39180
27,160,38302
16,3131,36713
2,3,23463
1644,3,46317
0,21275,35137
28,74,20329
4,8,14945
0,149,292
0,149,293
0,149,294
4,8,14940
0,149,297
1644,3,46313
4,8,14949
4,8,14948
1,2,42048
23,78,26812
23,15061,28894
18,73,39174
1637,77,46276
20,25,14806
21,87,45805
21,87,45801
1780,8155,43586
1644,3,43222
25,2919,40444
31,72,8984
571,8154,42327
22,85,45575
16,46,5432
16,46,5431
23,79,21521
5,75,39916
13,78,17487
18,73,39175
35,2630,9049
17,26,42640
27,10108,21503
27,10108,21506
23,13071,28894
18,3,37025
10,58,34410
13,81,39238
31,84,19728
33,318,322
1,79,45455
16,93,21127
31,27,31689
10,84,44172
571,4312,42308
11,160,18786
18,3,37021
31,27,31684
6,73,10824
18,12,39423
0,34,19016
29,8272,32523
13,269,36960
28,160,17460
1780,8155,44556
5,9,28078
1780,8155,44554
18,3,37682
2011,27,19897
1780,8155,44559
23,16322,28913
18,3,37683
586,77,34202
22,27,20395
3335,27,28199
9,58,39011
571,5002,42217
18,3,37681
16,7,4744
14,85,34819
12,3589,25407
4074,27,28199
15,1489,40727
24,7682,15008
24,7682,15007
23,17890,28907
1,2,13615
23,81,39180
0,81,2144
1,2,13614
605,27,22466
0,81,2140
22,84,15708
13,12139,38378
6,87,11816
3,170,36056
9,80,6938
23,14054,28906
5,75,43888
1,2,15178
2,3,19503
5,7759,40738
23,14054,28900
15,399,32622
5,7759,40734
5,7759,40737
15,399,32621
15,399,32626
15,399,32627
15,399,32624
20,87,12819
101,27,1838
0,2374,36921
3687,27,20057
31,73,42837
23,15194,28894
10,25,41928
15,733,3154
30,2,34213
8,18,27134
11,20433,31458
0,347,8792
23,12637,28888
5,75,39915
0,347,8791
30,2,34219
6386,27,20057
36,8,19412
6,80,18730
1219,77,11655
1219,77,11654
1219,77,11656
1,2,13619
571,8160,42280
35,170,20485
10,77,9647
15,26,29169
5,75,43882
0,22,35116
33,11378,38165
23,19540,28888
12,9983,36120
10,72,7628
4184,27,40318
2,3,17217
5424,27,40318
13,851,39164
31,76,13955
3,20561,40235
17,497,3138
17,497,3136
31,84,26778
17,497,3134
17,497,3135
1,2,11303
22,88,34433
7,11752,23918
0,104,4613
33,106,13992
3,9619,20248
33,106,13990
33,106,13997
33,106,13996
33,106,13995
33,106,13994
5,9,16663
10,58,707
8,12218,32649
18,86,1856
25,22269,40239
11,75,28530
2,3,11759
0,160,21253
23,15998,28888
23,18143,28912
20,87,22513
7,11877,24699
8,3760,11871
18,58,35806
23,17625,28912
0,502,31280
26,1457,5793
26,1457,5791
26,1457,5796
26,1457,5797
8020,27,20057
26,1457,5798
3,9444,27370
19,72,34409
0,60,4020
0,60,4022
16,78,25126
1620,5595,11693
18,85,10605
24,79,27935
1620,4554,11691
1,2,42159
19,58,39124
2,3,16254
10,85,36571
18,87,20047
14,84,23946
573,8620,27820
1,2,2301
24,81,11572
13,1,43454
24,81,11570
10,25,7600
23,15291,28900
24,81,11574
33,1432,10650
10,27,17688
571,4350,42077
8,21872,38321
37,3312,11160
14,27,1915
37,3312,11162
37,3312,11165
37,3312,11164
37,3312,11167
11,433,42748
951,77,34202
18,58,1930
27,81,14935
11,44,72
7,7963,16016
6,7259,45388
5946,27,28199
4853,27,22466
6564,27,28199
25,52,45663
25,52,45665
25,52,45667
36,8,32516
571,4350,42071
0,7,4500
730,77,11656
730,77,11655
730,77,11654
25,75,1297
1,160,10598
31,73,11560
21,72,6982
19,58,6070
35,11694,44505
17,1853,32784
17,1853,32783
33,8321,37485
1641,76,44997
23,17402,28906
28,78,1319
27,20955,33263
37,689,1007
16,26,8099
21,10505,22041
0,74,11805
37,689,1008
18,86,5666
17,3603,44379
5,7759,46199
5,7759,46198
5,7759,46197
5,7759,46196
5,7759,46195
11,46,11648
5,7759,46193
5,7759,46192
5,7759,46191
14,27,8339
11,8341,24257
12,8133,36136
6142,27,22466
7,75,8312
17,3603,44378
29,11614,23048
573,7255,27771
4,12,44461
19,25,34699
17,2328,44050
4,8,23687
4,12,24985
992,10527,28082
35,52,40896
571,5002,42322
571,5002,42321
571,8161,42470
25,26,20453
6,73,36200
571,5002,42325
571,5002,42324
18,3,38751
2,3,14674
18,3,38750
1,12,25056
18,77,33258
24,1946,33261
22,80,19031
37,3742,11668
29,22856,42882
7019,27,28199
18,3,38752
29,22856,42887
29,22856,42884
17,3603,44376
10,9750,43359
1878,27,28199
27,23271,45387
1,12,34997
18,87,44221
18,3,38759
10,58,41655
33,8321,37484
25,26,3283
17,6719,11943
9281,77,41091
7397,27,20057
16,732,3112
16,732,3111
23,79,1973
23,79,1974
27,165,7450
0,1947,7373
0,1947,7372
20,73,7033
23,14293,28888
738,77,34202
13,165,31266
13,165,31267
17,3603,44374
22,87,13901
1,2,14473
1,2,14470
31,88,24194
8681,8156,23094
992,7280,28037
8208,27,20057
21,10779,22055
10,10663,43391
37,11499,35931
14,80,15739
6,7349,45389
6,7349,45388
35,3688,11873
6,72,29147
23,18857,28913
29,47,35087
17,345,40476
35,1425,16598
17,165,4017
2,3,29585
1620,6485,11695
7456,27,28199
7848,27,22466
31,87,42639
31,87,42638
20,85,42633
26,78,30277
1620,4698,11691
21,25,16879
21,10996,22066
19,88,3735
31,87,42637
31,87,42636
9,73,6994
20,87,39302
5,75,41005
2,3,29582
26,8714,17558
571,8161,42375
25,17,35991
25,17,35992
27,7,4721
25,4,22619
27,1802,5734
19,25,45577
18,86,2943
7,511,5710
1,2,37214
9,84,4152
23,18666,28894
28,39,16847
27,1045,35902
1,78,29212
10,10648,43390
0,74,26771
10,88,11000
5,75,41349
20,72,32375
1,2,43968
1,2,43969
1,2,43964
4407,27,40318
1,2,43966
1,2,43967
1,2,43960
28,1567,5687
23,7695,28894
1,2,43963
6,88,29324
26,525,2323
9,76,9207
20,73,32708
26,525,2324
26,525,2325
28,81,25541
1,78,15486
23,15054,28900
5,75,38752
5,75,38753
5,75,38750
5,75,38751
5,75,38756
5,75,38757
5,75,38754
5,75,38755
0,12384,28540
9,76,9203
31,25,41995
28,37,5606
28,37,5604
6,7338,27985
1,74,44303
31,88,26778
33,3095,14820
1629,7435,33024
29,93,31425
3242,27,40318
9,84,9050
24,78,788
19,86,4018
18,3,24148
4,12,39212
23,17501,28888
19,58,34954
3,487,21213
3,487,21212
3,487,21211
23,13566,28888
2,3,28511
8,1439,5443
8,1439,5442
30,23239,45530
31,80,36547
18,80,4059
3894,27,20057
25,7,11796
10,84,33863
9,80,39416
10,10896,43403
34,12446,39212
3,3190,9989
9,80,39411
7,1163,21288
1046,27,40318
10,84,27706
33,89,14692
7,11932,41587
18,27,16677
16,165,18725
23,12868,28894
16,784,13461
16,784,13463
664,77,11655
664,77,11654
664,77,11656
13,165,36543
2443,27,22466
30,1425,19818
22,85,24270
4,12,12709
8,513,492
8,513,490
21,9762,22017
12,89,37038
33,235,14934
33,235,14936
34,23148,44469
1,75,40663
17,165,3379
3,7163,13938
21,87,25517
22,80,25556
28,9144,19122
6,80,9911
30,1360,4878
17,1439,23998
29,165,27656
23,13238,28912
31,85,26643
4,12,15940
5389,27,22466
35,1300,30259
25,234,40400
15,603,43031
5,9,35208
22,86,44362
13,89,12889
16,7068,14227
33,22,16792
33,22,16793
8,21192,34767
7,81,29097
18,84,24163
5,75,26944
23,16087,28894
5,9,45142
22,72,2362
1,12,10125
8,3517,11151
37,657,44400
37,657,44401
37,657,44402
37,657,44403
5,7759,39756
1,12,18716
1,12,18710
3314,27,20057
7,7,12929
7,7,12928
17,79,6950
22,73,16099
6,87,17437
23,19642,28900
22,73,22363
23,19642,28906
3,106,5761
3,106,5762
1644,3,40161
1644,3,40160
20,88,23080
1644,3,40162
1644,3,40164
1644,3,40167
22,88,12740
1644,3,40169
19,85,28598
29,680,1512
0,74,15728
4,8,2372
30,81,33890
5,75,40875
19,87,25264
30,81,33896
23,17447,28888
17,116,8674
34,11499,31358
7,160,44484
7,165,45611
17,1289,45845
6,86,36817
22,77,44393
6890,27,20057
2,3,42707
17,43,7092
6,85,42945
17,11481,22852
36,8,4513
11,6940,41706
7,79,679
4,8,17331
35,37,34455
4,12,36721
23,15797,28913
34,1021,28139
8,17,31907
10,85,41724
11,78,3799
29,26,39284
35,37,34456
29,26,39281
23,15383,28888
9,88,34792
23,13795,28912
4,12,18794
10,85,15050
25,89,36597
23,13313,28906
5,75,40346
19,27,27815
9,80,29288
23,13313,28900
28,12478,44098
12,23207,44667
34,1021,28137
2519,8156,23094
23,16727,28900
1620,4110,11690
33,11453,27976
37,6782,13035
1,7,14211
37,6782,13036
37,6782,13038
5,75,40347
6,58,37781
10,7373,43345
16,57,42916
5171,27,22466
22,58,43059
5,1042,9239
992,8527,28065
35,1870,44149
3829,27,20057
21,25,28925
5,1042,9233
9,8,38102
23,165,1017
11,75,20463
34,37,10750
23,165,1018
8,17,31908
21,72,11756
21,72,11755
20,72,14157
571,5002,42584
24,78,14168
1272,27,28199
23,19174,28906
7299,27,22466
31,84,45310
23,19174,28900
26,39,31506
15,102,36083
12,3609,32276
24,7624,45780
11,46,33271
20,85,38205
12,2103,20380
30,9192,19442
1632,9754,40298
29,81,19895
17,17,27910
33,1944,14001
16,20202,30002
13,26,22806
18,85,30032
15,1944,11025
33,1944,14002
18,85,30037
15,20924,34005
0,79,44351
1,2,44362
23,79,7599
8,2704,25438
23,93,8070
5905,27,22466
2,3,32833
17,17,33929
8,20511,31931
8,2704,25437
8,20511,31933
17,17,33926
28,78,3259
13,79,9877
7,160,30000
15,102,42229
7,160,30002
7,160,30003
23,16550,28900
1,2,44364
12,421,5416
23,75,1295
18,3,18410
5118,27,40318
23,75,1293
5034,27,20057
4,87,15403
26,11,41695
23,75,1299
10,84,13841
18,88,9671
8064,27,40318
23,26,8083
18,3,18414
23,15273,28888
13,108,2183
19,77,6374
37,2927,10836
37,2927,10831
11,11,41759
37,2927,10833
37,2927,10832
1632,8506,40309
37,2927,10839
29,74,2253
5,7759,44152
27,26,11595
1,78,22673
6,58,4848
992,9702,28054
34,565,2971
34,9831,20289
34,9831,20288
0,62,17822
0,90,39310
1732,27,37239
37,33,4891
20,86,40640
17,1946,26883
37,33,4895
17,1946,26884
34,9831,20287
17,1946,26886
34,492,28169
1,75,29348
8,21197,34784
10,84,10574
16,75,20462
8,21197,34783
35,22535,41811
31,77,2283
28,11,42022
23,13615,28906
7,165,35979
31,84,42815
992,9550,28047
19,77,28289
4,87,21296
6,76,25207
9,88,25047
19,77,28285
2,3,34296
11,1616,38588
2,3,34294
19,80,39181
34,106,12700
2,3,34299
1,2,11497
25,7,8220
25,7,8223
34,106,12701
3,1952,32300
1,26,8100
571,8161,42585
23,13007,28900
28,160,3283
35,338,2353
29,82,3347
13,26,41593
26,340,45437
11,75,1085
2934,27,28199
23,15971,28894
18,3,39481
29,78,21326
31,72,43940
30,10124,21695
12,21551,40534
14,76,6955
1644,3,45294
28,78,19750
1644,3,45295
9,85,31645
1,78,995
14,77,3740
28,26,24230
23,12746,28912
7,7,21221
1644,3,45290
18,3,39489
21,7203,21995
1644,3,45291
16,75,8378
4154,27,28199
7415,27,22466
21,25,35843
21,25,35842
28,5,28463
28,5,28462
26,55,2305
21,58,24110
28,5,28466
23,19596,28888
14,85,41629
31,80,2106
16,1371,14499
20,77,4814
9,25,42941
1,93,42620
9,25,42945
24,7606,15287
1644,3,45298
24,7606,15288
17,7,33203
23,16698,28888
20,73,16862
19,25,36029
35,21428,45616
24,165,38128
7,79,10745
23,18593,28894
10,77,17418
1644,3,43363
27,79,34095
23,15204,28894
0,7704,17677
27,21572,44289
15,1450,28243
15,1450,28242
15,1450,28241
11,112,9100
15,1450,28247
31,80,7687
17,75,42023
15,1450,28248
2,3,31516
852,77,40254
30,380,28014
15,102,28120
25,337,13123
23,17379,28894
14,27,15081
23,17828,28894
23,16115,28894
20,77,22852
25,79,40726
0,20152,34596
1644,3,42917
16,26,28642
1644,3,42915
30,2093,28631
1644,3,42913
1644,3,42910
1620,6017,11694
30,2093,28639
30,2093,28638
8712,8156,38181
1644,3,42919
19,86,29366
7,79,36579
13,21787,37820
14,73,12027
18,87,10507
19,86,29360
18,87,10509
1620,6094,11694
23,12985,28894
13,78,27850
11,78,41897
31,88,33269
22,88,42944
5,7759,40290
34,2507,7089
28,1071,17583
22,86,32623
11,11779,24280
16,26,43933
11,11779,24282
23,75,13895
992,7373,28043
1,75,4664
1,75,4665
24,78,45560
6,86,3803
18,88,25089
37,1089,39009
992,9579,28049
18,3,38927
15,502,44387
25,2919,10996
9,73,20126
16,7076,14234
18,3,38925
31,76,15868
16,7076,14233
23,19231,28900
19,58,24126
28,46,40484
3,2643,8979
23,19231,28906
18,3,38923
13,7,5537
18,3,38920
25,78,21381
33,22775,42735
18,3,38921
24,6662,41695
22,27,23986
9,72,19750
23,15691,28888
18,3,34918
27,160,16518
18,3,34913
28,7,11838
18,3,34911
18,3,34910
18,3,34917
18,3,34916
1620,5582,11693
20,72,11887
0,234,8801
33,22775,42734
14,80,44304
34,1439,7946
24,7751,43399
29,75,3239
16,7170,13992
26,74,19633
20,27,39459
3,428,1143
3,428,1144
17,1423,5742
17,1423,5743
17,1423,5740
37,1,14746
37,1,14745
35,261,29295
5791,27,40318
19,88,15093
35,261,29291
35,261,29290
35,261,29293
17,1783,8261
3,374,32360
17,1783,8262
17,1783,8265
17,1783,8264
26,1450,19149
26,1450,19146
17,165,4781
30,1917,36831
1,74,16793
7,22523,41592
11,106,6773
12,30,32278
7,93,4899
7,93,4898
8,2145,39211
19,25,36020
22,77,44790
26,1738,5607
13,21304,35764
17,20152,34789
0,93,45780
29,226,3995
0,75,1965
31,80,41536
0,81,5510
10,27,33283
13,74,20519
10,27,33287
13,160,10223
6,58,19625
9,25,29293
10,27,33289
10,27,33288
9,25,29295
2789,27,22466
15,9040,37124
19,86,24200
18,3,35863
21,8627,27695
14,85,29300
1632,9720,40295
23,16082,28900
27,160,7537
23,16082,28907
10,12,28885
17,93,41826
5,7759,40298
23,13156,28913
18,3,24952
18,3,24953
18,3,24950
18,3,24951
18,3,24956
18,3,24957
18,3,24954
18,3,24955
18,80,40194
18,3,24958
18,3,24959
30,18,19420
36,2,5261
9,77,33251
992,8635,28071
23,15060,28906
5,75,41236
5,7759,40299
27,9042,40391
2504,27,40318
0,81,20238
28,93,37045
25,526,3919
1644,3,40737
19,25,42746
19,25,42744
25,526,3912
19,25,12676
10,27,34103
25,526,3911
29,664,777
1644,3,44596
12,1363,40363
23,19071,28900
