26,11532,22845,1
5,9,37907,1
8857,8156,23094,1
23,79,32676,1
25,9902,20457,1
7,140,43989,1
15,11435,44051,1
22,80,3804,1
1644,3,43418,1
34,21924,38083,1
29,93,30234,1
1644,3,43414,1
39,2,42402,1
20,88,27923,1
1644,3,43417,1
1644,3,43410,1
1644,3,43411,1
20,88,27927,1
1644,3,43413,1
3,21327,36022,1
3,21327,36020,1
3,21327,36024,1
3,21327,36025,1
5,75,19790,1
5378,27,22466,1
35,2096,24050,1
36,2,1800,1
36,2,1803,1
36,2,1802,1
28,3609,32459,1
28,2065,31462,1
986,27,22466,1
4,12,6473,1
6522,27,20057,1
16,575,26880,1
26,2046,45450,1
1,81,14290,1
24,165,13757,1
19,87,4903,1
30,10104,21195,1
35,1043,4941,1
18,72,21507,1
18,72,21506,1
773,77,34202,1
18,27,17468,1
571,4845,42305,1
2,3,15421,1
30,1043,19671,1
21,72,26464,1
30,1043,19675,1
30,1043,19674,1
7,74,27919,1
9,86,35831,1
1,79,29658,1
24,78,22873,1
1858,27,27894,1
21,73,16706,1
1639,8159,16256,1
21,73,16702,1
16,109,42114,1
23,18998,28906,1
1620,5784,11693,1
19,73,25489,1
3766,27,20057,1
23,15993,28894,1
23,18998,28900,1
19,88,1973,1
19,88,1971,1
19,88,1970,1
26,37,42010,1
25,12164,36918,1
0,74,4190,1
37,33,38995,1
23,16702,28888,1
11,81,20240,1
6,87,36075,1
23,13152,28913,1
9,25,4824,1
16,3131,42903,1
14,86,15956,1
13,74,20252,1
1,160,40522,1
29,79,35855,1
5,9,402,1
1,165,1384,1
1,26,11605,1
1,165,1388,1
12,33,8197,1
1,12,11158,1
34,21925,38095,1
4135,27,40318,1
6,72,20385,1
10,11130,43415,1
33,9921,20600,1
18,84,25112,1
27,23271,45386,1
5,7759,44299,1
3027,27,28199,1
1,12,19369,1
4821,27,20057,1
18,84,41546,1
20,25,3379,1
2,3,42444,1
23,19102,28912,1
22,77,44638,1
15,26,36142,1
19,80,29073,1
22,77,44632,1
22,77,44633,1
22,77,44630,1
10,87,41773,1
22,77,44636,1
22,77,44637,1
22,77,44634,1
22,77,44635,1
29,78,4233,1
18,80,6968,1
29,78,4234,1
22,73,17645,1
28,160,45723,1
19,72,23810,1
20,27,12792,1
13,78,32540,1
18,73,45539,1
5,75,40286,1
31,80,12807,1
23,13599,28906,1
29,1845,13795,1
20,87,35820,1
23,13599,28900,1
23,18477,28912,1
13,7,38104,1
25,75,10968,1
23,18053,28894,1
30,22770,42886,1
23,17574,28900,1
23,14700,28894,1
23,18649,28912,1
1625,7305,14029,1
23,17574,28906,1
0,26,3692,1
11,78,11877,1
33,43,44454,1
1,81,34404,1
33,43,44451,1
37,33,20000,1
37,33,20003,1
7268,27,22466,1
1,74,6423,1
0,165,14665,1
3,7570,25381,1
0,165,14661,1
3,7570,25384,1
3,7570,25385,1
0,75,28120,1
0,165,14668,1
3,75,32651,1
1,2,39724,1
8,8708,30176,1
8,8708,30177,1
33,1953,45379,1
7,20004,29461,1
33,8165,36615,1
6,58,45456,1
12,22492,41689,1
29,165,2070,1
16,81,27745,1
29,165,2078,1
10,58,10892,1
6,72,31397,1
6,72,31396,1
27,23271,45383,1
23,15293,28888,1
3973,27,22466,1
7,46,44229,1
25,2919,30110,1
7,75,1080,1
7,8055,15904,1
1787,27,45111,1
18,58,16834,1
20,80,39346,1
10,86,25277,1
3,106,42732,1
5,9,16162,1
7,12040,25330,1
33,21747,37109,1
33,21747,37107,1
30,6946,12932,1
30,6946,12934,1
8104,27,20057,1
30,6946,12936,1
23,16787,28894,1
1,26,25916,1
7,19925,36537,1
23,17115,28900,1
18,86,34476,1
23,17115,28906,1
13,60,990,1
22,72,33871,1
17,79,14019,1
28,6751,36129,1
3,659,21487,1
3,659,21486,1
3,659,21483,1
7,74,36616,1
23,18791,28894,1
684,77,34202,1
13,75,38965,1
5,7759,45548,1
10,12,16153,1
28,10267,22912,1
28,10267,22913,1
28,10267,22915,1
8390,27,28199,1
23,14391,28906,1
23,14391,28900,1
1,81,8773,1
34,23,10753,1
24,7838,15181,1
24,7838,15182,1
13,9214,28131,1
13,26,13660,1
571,697,42422,1
13,9214,28139,1
35,37,29389,1
7709,27,28199,1
13,7,28500,1
9,72,34809,1
0,75,22959,1
30,1881,12940,1
30,1881,12941,1
5,7759,45541,1
0,75,22956,1
13,37,40204,1
13,17,29019,1
13,17,29018,1
5,7759,45540,1
21,84,25339,1
11,9921,32598,1
33,471,3473,1
12,1434,5784,1
33,471,3475,1
25,7,40520,1
33,471,3477,1
33,471,3476,1
18,3,41052,1
18,3,41053,1
18,3,41050,1
18,3,41051,1
17,74,34023,1
18,3,41057,1
13,160,15942,1
18,3,41055,1
16,75,28626,1
19,27,33945,1
18,3,25802,1
29,21305,35766,1
29,21305,35765,1
14,76,4070,1
6879,27,20057,1
20,87,6892,1
4425,27,20057,1
27,6720,17682,1
2708,27,22466,1
1787,27,45112,1
10,85,40704,1
0,8166,40270,1
992,11007,28107,1
24,74,41513,1
2,3,6118,1
21,80,16066,1
2,3,6115,1
20,72,11483,1
3203,27,40318,1
2,3,6112,1
19,88,28564,1
30,2464,45366,1
7,165,33295,1
27,9296,19849,1
30,2464,45362,1
30,2464,45363,1
30,2464,45368,1
23,16426,28888,1
2104,27,40318,1
5106,27,20057,1
13,78,14666,1
25,101,1229,1
12,83,9077,1
23,17777,28912,1
13,193,9008,1
9,86,32705,1
9,84,19175,1
34,10002,21419,1
34,10002,21416,1
34,10002,21414,1
34,10002,21412,1
34,10002,21413,1
34,10002,21410,1
1644,3,38193,1
11,74,5517,1
1644,3,38191,1
1644,3,38190,1
1644,3,38197,1
4681,8156,38181,1
10,85,18808,1
23,17497,28888,1
1,7,4414,1
1644,3,38199,1
1644,3,38198,1
25,334,32487,1
25,78,13717,1
15,9445,26641,1
15,9445,26640,1
992,11085,28111,1
31,25,35990,1
29,165,42927,1
35,117,3676,1
15,9445,26649,1
15,9445,26648,1
29,18,26394,1
29,18,26397,1
9,85,36754,1
28,2027,6463,1
28,2027,6462,1
37,1434,17573,1
37,19983,29077,1
10,10371,43376,1
31,27,26902,1
31,27,26900,1
23,19528,28888,1
12,9214,42859,1
11,8708,38084,1
22,25,34042,1
1125,27,20057,1
31,72,10011,1
3272,27,40318,1
25,74,7489,1
10,80,2988,1
24,160,40272,1
11,75,17747,1
992,8449,28061,1
1194,77,40254,1
37,1233,14279,1
28,11447,22456,1
29,78,17411,1
28,11447,22455,1
28,11447,22452,1
28,11447,22453,1
28,11447,22450,1
10,73,35895,1
13,26,10507,1
34,1056,4600,1
5,7759,43840,1
18,72,7415,1
5,7759,43846,1
5,7759,43847,1
14,27,29879,1
1774,27,37239,1
5,7759,43848,1
5,7759,43849,1
28,78,10175,1
23,19188,28888,1
21,80,14683,1
10,84,8734,1
19,73,37837,1
1644,3,41247,1
17,160,22406,1
3,9167,28499,1
1644,3,41246,1
1,12,6192,1
20,77,9681,1
25,93,36088,1
19,87,10906,1
8500,27,20057,1
0,1,38205,1
23,16101,28888,1
7013,27,40318,1
2,3,25440,1
0,165,29024,1
1644,3,41243,1
35,43,40605,1
18,77,39267,1
1644,3,41242,1
16,1946,32757,1
22,27,41559,1
27,107,8188,1
27,93,32460,1
28,165,15402,1
1620,4065,11690,1
17,106,34185,1
25,81,45445,1
24,165,39155,1
5,75,34445,1
11,81,35716,1
0,1268,15859,1
6135,27,20057,1
33,20454,38019,1
27,75,37943,1
37,2613,9215,1
18,85,29222,1
17,106,34184,1
18,85,29220,1
14,87,21476,1
16,79,34444,1
2747,27,20057,1
25,79,18917,1
14,8019,45864,1
3,410,416,1
35,193,40620,1
7,5,3036,1
7,5,3037,1
7,5,3034,1
7,5,3035,1
33,107,605,1
33,107,606,1
33,107,607,1
24,79,44926,1
16,26,29813,1
24,79,44924,1
24,79,44925,1
24,79,44922,1
20,73,12819,1
24,79,44920,1
24,79,44921,1
5,75,41131,1
10,88,24175,1
24,3636,26038,1
24,3636,26039,1
10,88,24172,1
24,3636,26032,1
24,3636,26033,1
24,3636,26030,1
24,3636,26031,1
24,3636,26036,1
24,3636,26037,1
24,3636,26034,1
24,3636,26035,1
13,81,34664,1
25,55,21447,1
13,81,34666,1
14,84,4826,1
14,84,4825,1
14,84,4823,1
27,533,2279,1
6681,27,40318,1
8,2094,8862,1
22,27,22937,1
8,2094,8860,1
8,2094,8861,1
22,27,22933,1
23,17241,28912,1
17,79,41701,1
34,327,3937,1
23,13995,28894,1
20,85,27843,1
6,80,17452,1
11,79,9081,1
11,79,9080,1
1,7,45719,1
7,20183,38032,1
31,77,44023,1
1644,3,46316,1
31,87,39180,1
27,160,38302,1
16,3131,36713,1
2,3,23463,1
1644,3,46317,1
0,21275,35137,1
28,74,20329,1
4,8,14945,1
0,149,292,1
0,149,293,1
0,149,294,1
4,8,14940,1
0,149,297,1
1644,3,46313,1
4,8,14949,1
4,8,14948,1
1,2,42048,1
23,78,26812,1
23,15061,28894,1
18,73,39174,1
1637,77,46276,1
20,25,14806,1
21,87,45805,1
21,87,45801,1
1780,8155,43586,1
1644,3,43222,1
25,2919,40444,1
31,72,8984,1
571,8154,42327,1
22,85,45575,1
16,46,5432,1
16,46,5431,1
23,79,21521,1
5,75,39916,1
13,78,17487,1
18,73,39175,1
35,2630,9049,1
17,26,42640,1
27,10108,21503,1
27,10108,21506,1
23,13071,28894,1
18,3,37025,1
10,58,34410,1
13,81,39238,1
31,84,19728,1
33,318,322,1
1,79,45455,1
16,93,21127,1
31,27,31689,1
10,84,44172,1
571,4312,42308,1
11,160,18786,1
18,3,37021,1
31,27,31684,1
6,73,10824,1
18,12,39423,1
0,34,19016,1
29,8272,32523,1
13,269,36960,1
28,160,17460,1
1780,8155,44556,1
5,9,28078,1
1780,8155,44554,1
18,3,37682,1
2011,27,19897,1
1780,8155,44559,1
23,16322,28913,1
18,3,37683,1
586,77,34202,1
22,27,20395,1
3335,27,28199,1
9,58,39011,1
571,5002,42217,1
18,3,37681,1
16,7,4744,1
14,85,34819,1
12,3589,25407,1
4074,27,28199,1
15,1489,40727,1
24,7682,15008,1
24,7682,15007,1
23,17890,28907,1
1,2,13615,1
23,81,39180,1
0,81,2144,1
1,2,13614,1
605,27,22466,1
0,81,2140,1
22,84,15708,1
13,12139,38378,1
6,87,11816,1
3,170,36056,1
9,80,6938,1
23,14054,28906,1
5,75,43888,1
1,2,15178,1
2,3,19503,1
5,7759,40738,1
23,14054,28900,1
15,399,32622,1
5,7759,40734,1
5,7759,40737,1
15,399,32621,1
15,399,32626,1
15,399,32627,1
15,399,32624,1
20,87,12819,1
101,27,1838,1
0,2374,36921,1
3687,27,20057,1
31,73,42837,1
23,15194,28894,1
10,25,41928,1
15,733,3154,1
30,2,34213,1
8,18,27134,1
11,20433,31458,1
0,347,8792,1
23,12637,28888,1
5,75,39915,1
0,347,8791,1
30,2,34219,1
6386,27,20057,1
36,8,19412,1
6,80,18730,1
1219,77,11655,1
1219,77,11654,1
1219,77,11656,1
1,2,13619,1
571,8160,42280,1
35,170,20485,1
10,77,9647,1
15,26,29169,1
5,75,43882,1
0,22,35116,1
33,11378,38165,1
23,19540,28888,1
12,9983,36120,1
10,72,7628,1
4184,27,40318,1
2,3,17217,1
5424,27,40318,1
13,851,39164,1
31,76,13955,1
3,20561,40235,1
17,497,3138,1
17,497,3136,1
31,84,26778,1
17,497,3134,1
17,497,3135,1
1,2,11303,1
22,88,34433,1
7,11752,23918,1
0,104,4613,1
33,106,13992,1
3,9619,20248,1
33,106,13990,1
33,106,13997,1
33,106,13996,1
33,106,13995,1
33,106,13994,1
5,9,16663,1
10,58,707,1
8,12218,32649,1
18,86,1856,1
25,22269,40239,1
11,75,28530,1
2,3,11759,1
0,160,21253,1
23,15998,28888,1
23,18143,28912,1
20,87,22513,1
7,11877,24699,1
8,3760,11871,1
18,58,35806,1
23,17625,28912,1
0,502,31280,1
26,1457,5793,1
26,1457,5791,1
26,1457,5796,1
26,1457,5797,1
8020,27,20057,1
26,1457,5798,1
3,9444,27370,1
19,72,34409,1
0,60,4020,1
0,60,4022,1
16,78,25126,1
1620,5595,11693,1
18,85,10605,1
24,79,27935,1
1620,4554,11691,1
1,2,42159,1
19,58,39124,1
2,3,16254,1
10,85,36571,1
18,87,20047,1
14,84,23946,1
573,8620,27820,1
1,2,2301,1
24,81,11572,1
13,1,43454,1
24,81,11570,1
10,25,7600,1
23,15291,28900,1
24,81,11574,1
33,1432,10650,1
10,27,17688,1
571,4350,42077,1
8,21872,38321,1
37,3312,11160,1
14,27,1915,1
37,3312,11162,1
37,3312,11165,1
37,3312,11164,1
37,3312,11167,1
11,433,42748,1
951,77,34202,1
18,58,1930,1
27,81,14935,1
11,44,72,1
7,7963,16016,1
6,7259,45388,1
5946,27,28199,1
4853,27,22466,1
6564,27,28199,1
25,52,45663,1
25,52,45665,1
25,52,45667,1
36,8,32516,1
571,4350,42071,1
0,7,4500,1
730,77,11656,1
730,77,11655,1
730,77,11654,1
25,75,1297,1
1,160,10598,1
31,73,11560,1
21,72,6982,1
19,58,6070,1
35,11694,44505,1
17,1853,32784,1
17,1853,32783,1
33,8321,37485,1
1641,76,44997,1
23,17402,28906,1
28,78,1319,1
27,20955,33263,1
37,689,1007,1
16,26,8099,1
21,10505,22041,1
0,74,11805,1
37,689,1008,1
18,86,5666,1
17,3603,44379,1
5,7759,46199,1
5,7759,46198,1
5,7759,46197,1
5,7759,46196,1
5,7759,46195,1
11,46,11648,1
5,7759,46193,1
5,7759,46192,1
5,7759,46191,1
14,27,8339,1
11,8341,24257,1
12,8133,36136,1
6142,27,22466,1
7,75,8312,1
17,3603,44378,1
29,11614,23048,1
573,7255,27771,1
4,12,44461,1
19,25,34699,1
17,2328,44050,1
4,8,23687,1
4,12,24985,1
992,10527,28082,1
35,52,40896,1
571,5002,42322,1
571,5002,42321,1
571,8161,42470,1
25,26,20453,1
6,73,36200,1
571,5002,42325,1
571,5002,42324,1
18,3,38751,1
2,3,14674,1
18,3,38750,1
1,12,25056,1
18,77,33258,1
24,1946,33261,1
22,80,19031,1
37,3742,11668,1
29,22856,42882,1
7019,27,28199,1
18,3,38752,1
29,22856,42887,1
29,22856,42884,1
17,3603,44376,1
10,9750,43359,1
1878,27,28199,1
27,23271,45387,1
1,12,34997,1
18,87,44221,1
18,3,38759,1
10,58,41655,1
33,8321,37484,1
25,26,3283,1
17,6719,11943,1
9281,77,41091,1
7397,27,20057,1
16,732,3112,1
16,732,3111,1
23,79,1973,1
23,79,1974,1
27,165,7450,1
0,1947,7373,1
0,1947,7372,1
20,73,7033,1
23,14293,28888,1
738,77,34202,1
13,165,31266,1
13,165,31267,1
17,3603,44374,1
22,87,13901,1
1,2,14473,1
1,2,14470,1
31,88,24194,1
8681,8156,23094,1
992,7280,28037,1
8208,27,20057,1
21,10779,22055,1
10,10663,43391,1
37,11499,35931,1
14,80,15739,1
6,7349,45389,1
6,7349,45388,1
35,3688,11873,1
6,72,29147,1
23,18857,28913,1
29,47,35087,1
17,345,40476,1
35,1425,16598,1
17,165,4017,1
2,3,29585,1
1620,6485,11695,1
7456,27,28199,1
7848,27,22466,1
31,87,42639,1
31,87,42638,1
20,85,42633,1
26,78,30277,1
1620,4698,11691,1
21,25,16879,1
21,10996,22066,1
19,88,3735,1
31,87,42637,1
31,87,42636,1
9,73,6994,1
20,87,39302,1
5,75,41005,1
2,3,29582,1
26,8714,17558,1
571,8161,42375,1
25,17,35991,1
25,17,35992,1
27,7,4721,1
25,4,22619,1
27,1802,5734,1
19,25,45577,1
18,86,2943,1
7,511,5710,1
1,2,37214,1
9,84,4152,1
23,18666,28894,1
28,39,16847,1
27,1045,35902,1
1,78,29212,1
10,10648,43390,1
0,74,26771,1
10,88,11000,1
5,75,41349,1
20,72,32375,1
1,2,43968,1
1,2,43969,1
1,2,43964,1
4407,27,40318,1
1,2,43966,1
1,2,43967,1
1,2,43960,1
28,1567,5687,1
23,7695,28894,1
1,2,43963,1
6,88,29324,1
26,525,2323,1
9,76,9207,1
20,73,32708,1
26,525,2324,1
26,525,2325,1
28,81,25541,1
1,78,15486,1
23,15054,28900,1
5,75,38752,1
5,75,38753,1
5,75,38750,1
5,75,38751,1
5,75,38756,1
5,75,38757,1
5,75,38754,1
5,75,38755,1
0,12384,28540,1
9,76,9203,1
31,25,41995,1
28,37,5606,1
28,37,5604,1
6,7338,27985,1
1,74,44303,1
31,88,26778,1
33,3095,14820,1
1629,7435,33024,1
29,93,31425,1
3242,27,40318,1
9,84,9050,1
24,78,788,1
19,86,4018,1
18,3,24148,1
4,12,39212,1
23,17501,28888,1
19,58,34954,1
3,487,21213,1
3,487,21212,1
3,487,21211,1
23,13566,28888,1
2,3,28511,1
8,1439,5443,1
8,1439,5442,1
30,23239,45530,1
31,80,36547,1
18,80,4059,1
3894,27,20057,1
25,7,11796,1
10,84,33863,1
9,80,39416,1
10,10896,43403,1
34,12446,39212,1
3,3190,9989,1
9,80,39411,1
7,1163,21288,1
1046,27,40318,1
10,84,27706,1
33,89,14692,1
7,11932,41587,1
18,27,16677,1
16,165,18725,1
23,12868,28894,1
16,784,13461,1
16,784,13463,1
664,77,11655,1
664,77,11654,1
664,77,11656,1
13,165,36543,1
2443,27,22466,1
30,1425,19818,1
22,85,24270,1
4,12,12709,1
8,513,492,1
8,513,490,1
21,9762,22017,1
12,89,37038,1
33,235,14934,1
33,235,14936,1
34,23148,44469,1
1,75,40663,1
17,165,3379,1
3,7163,13938,1
21,87,25517,1
22,80,25556,1
28,9144,19122,1
6,80,9911,1
30,1360,4878,1
17,1439,23998,1
29,165,27656,1
23,13238,28912,1
31,85,26643,1
4,12,15940,1
5389,27,22466,1
35,1300,30259,1
25,234,40400,1
15,603,43031,1
5,9,35208,1
22,86,44362,1
13,89,12889,1
16,7068,14227,1
33,22,16792,1
33,22,16793,1
8,21192,34767,1
7,81,29097,1
18,84,24163,1
5,75,26944,1
23,16087,28894,1
5,9,45142,1
22,72,2362,1
1,12,10125,1
8,3517,11151,1
37,657,44400,1
37,657,44401,1
37,657,44402,1
37,657,44403,1
5,7759,39756,1
1,12,18716,1
1,12,18710,1
3314,27,20057,1
7,7,12929,1
7,7,12928,1
17,79,6950,1
22,73,16099,1
6,87,17437,1
23,19642,28900,1
22,73,22363,1
23,19642,28906,1
3,106,5761,1
3,106,5762,1
1644,3,40161,1
1644,3,40160,1
20,88,23080,1
1644,3,40162,1
1644,3,40164,1
1644,3,40167,1
22,88,12740,1
1644,3,40169,1
19,85,28598,1
29,680,1512,1
0,74,15728,1
4,8,2372,1
30,81,33890,1
5,75,40875,1
19,87,25264,1
30,81,33896,1
23,17447,28888,1
17,116,8674,1
34,11499,31358,1
7,160,44484,1
7,165,45611,1
17,1289,45845,1
6,86,36817,1
22,77,44393,1
6890,27,20057,1
2,3,42707,1
17,43,7092,1
6,85,42945,1
17,11481,22852,1
36,8,4513,1
11,6940,41706,1
7,79,679,1
4,8,17331,1
35,37,34455,1
4,12,36721,1
23,15797,28913,1
34,1021,28139,1
8,17,31907,1
10,85,41724,1
11,78,3799,1
29,26,39284,1
35,37,34456,1
29,26,39281,1
23,15383,28888,1
9,88,34792,1
23,13795,28912,1
4,12,18794,1
10,85,15050,1
25,89,36597,1
23,13313,28906,1
5,75,40346,1
19,27,27815,1
9,80,29288,1
23,13313,28900,1
28,12478,44098,1
12,23207,44667,1
34,1021,28137,1
2519,8156,23094,1
23,16727,28900,1
1620,4110,11690,1
33,11453,27976,1
37,6782,13035,1
1,7,14211,1
37,6782,13036,1
37,6782,13038,1
